,TKNUM,time_SHIPPING,date_SHIPPING,LIEFERSCHEINNUMMER,SONDERFAHRT,NOTIZ,DISPLAYNAME,GELOESCHT,BEMERKUNG_GELOESCHT,ARCHIV,TRACKING_NUMMER,KLAERUNG_LS,KLAERUNG_TA,GEFAHRGUT,PO_NUMMER,ANGEKUENDIGT,unix_EINGANGSDATUM_UHRZEIT,datetime_EINGANGSDATUM_UHRZEIT,weekday_EINGANGSDATUM_UHRZEIT,date_EINGANGSDATUM_UHRZEIT,time_EINGANGSDATUM_UHRZEIT,unix_VERPACKT_DATUM_UHRZEIT,datetime_VERPACKT_DATUM_UHRZEIT,weekday_VERPACKT_DATUM_UHRZEIT,date_VERPACKT_DATUM_UHRZEIT,time_VERPACKT_DATUM_UHRZEIT,secs_VERPACKT_DATUM_UHRZEIT,unix_LIEFERSCHEIN_DATUM_UHRZEIT,datetime_LIEFERSCHEIN_DATUM_UHRZEIT,weekday_LIEFERSCHEIN_DATUM_UHRZEIT,date_LIEFERSCHEIN_DATUM_UHRZEIT,time_LIEFERSCHEIN_DATUM_UHRZEIT,secs_LIEFERSCHEIN_DATUM_UHRZEIT,unix_BEREITGESTELLT_DATUM_UHRZEIT,datetime_BEREITGESTELLT_DATUM_UHRZEIT,weekday_BEREITGESTELLT_DATUM_UHRZEIT,date_BEREITGESTELLT_DATUM_UHRZEIT,time_BEREITGESTELLT_DATUM_UHRZEIT,secs_BEREITGESTELLT_DATUM_UHRZEIT,unix_TA_DATUM_UHRZEIT,datetime_TA_DATUM_UHRZEIT,weekday_TA_DATUM_UHRZEIT,date_TA_DATUM_UHRZEIT,time_TA_DATUM_UHRZEIT,secs_TA_DATUM_UHRZEIT,unix_GELOESCHT_DATUM_UHRZEIT,datetime_GELOESCHT_DATUM_UHRZEIT,weekday_GELOESCHT_DATUM_UHRZEIT,date_GELOESCHT_DATUM_UHRZEIT,time_GELOESCHT_DATUM_UHRZEIT,secs_GELOESCHT_DATUM_UHRZEIT,unix_AUFTRAGANNAHME_DATUM_UHRZEIT,datetime_AUFTRAGANNAHME_DATUM_UHRZEIT,weekday_AUFTRAGANNAHME_DATUM_UHRZEIT,date_AUFTRAGANNAHME_DATUM_UHRZEIT,time_AUFTRAGANNAHME_DATUM_UHRZEIT,secs_AUFTRAGANNAHME_DATUM_UHRZEIT,number_AUFTRAGSNUMMER,STATUS=LS erstellt,STATUS=TA erstellt,STATUS=bereitgestellt,STATUS=in Bearbeitung,STATUS=in Klärung LS,STATUS=in Klärung TA,STATUS=verpackt,LAND=AT,LAND=AUT,LAND=BE,LAND=BR,LAND=CH,LAND=CN,LAND=CZ,LAND=DE,LAND=DK,LAND=DR,LAND=ES,LAND=FCA,LAND=FR,LAND=HU,LAND=IE,LAND=IN,LAND=IT,LAND=JP,LAND=KR,LAND=MX,LAND=NL,LAND=None,LAND=PL,LAND=RO,LAND=RU,LAND=TR,LAND=UK,LAND=US,DIENSTLEISTER=DHL,DIENSTLEISTER=None,DIENSTLEISTER=TNT,DIENSTLEISTER=UPS,PRIO=0,PRIO=1,PRIO=2,PRIO=3,VERSENDER=None,VERSENDER=PQA,VERSENDER=TEF33,VERSENDER=iSTAR (Sonderfahrt),category_AUFTRAGSNUMMER=DSGA,category_AUFTRAGSNUMMER=RBMANUSHIP,category_AUFTRAGSNUMMER=return,LAENGE_IN_CM,BREITE_IN_CM,HOEHE_IN_CM,GEWICHT_IN_KG,count_PACKSTUECKART=BEH,count_PACKSTUECKART=CAR,count_PACKSTUECKART=GBP,count_PACKSTUECKART=PAL,count_PACKSTUECKART=PKI,count_PACKSTUECKART=UNKNOWN,PACKAGE_COUNT,datetime_SHIPPING,unix_SHIPPING,weekday_SHIPPING,PROCESSING
10,3364508,154422,20231214,1236260490,1,Prio13.12. - TNT 070556656,XXXXXX,0, ,1,330053022,0.0,0.0,0.0, ,"01.01.00 00:00:00,000000000",1702458780.0,2023-12-13 09:13:00,2,20231213,91300,1702458780.0,2023-12-13 09:13:00,2,20231213,91300,0.0,1702463820.0,2023-12-13 10:37:00,2,20231213,103700,5040.0,1702512000.0,2023-12-14 00:00:00,3,20231214,0,53220.0,1702550880.0,2023-12-14 10:48:00,3,20231214,104800,92100.0,-2209075200.0,1899-12-31,6,18991231,0,-3911533980.0,1702462080.0,2023-12-13 10:08:00,2,20231213,100800,3300.0,4701370332,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,25,20,12,0.7,0,1,0,0,0,0,1,2023-12-14 15:44:22,1702568662,3,109882.0
11,3364509,154420,20231214,1237434466,0,DAP TNT ,XXXXXX,0, ,1,330059966,0.0,0.0,0.0, ,"01.01.00 00:00:00,000000000",1702019940.0,2023-12-08 07:19:00,4,20231208,71900,1702019940.0,2023-12-08 07:19:00,4,20231208,71900,0.0,1702461900.0,2023-12-13 10:05:00,2,20231213,100500,441960.0,1702512000.0,2023-12-14 00:00:00,3,20231214,0,492060.0,1702551000.0,2023-12-14 10:50:00,3,20231214,105000,531060.0,-2209075200.0,1899-12-31,6,18991231,0,-3911095140.0,1702376340.0,2023-12-12 10:19:00,1,20231212,101900,356400.0,96753,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,70,14,14,0.92,0,1,0,0,0,0,1,2023-12-14 15:44:20,1702568660,3,548720.0
12,3378592,143725,20240206,1247105265,0,"DAP - DHL
02.02. - CTX-Freigabe 30695345",XXXXXX,0, ,1,8350095386,1.0,0.0,0.0, ,"01.01.00 00:00:00,000000000",1706529060.0,2024-01-29 11:51:00,0,20240129,115100,1706529120.0,2024-01-29 11:52:00,0,20240129,115200,60.0,1707125100.0,2024-02-05 09:25:00,0,20240205,92500,596040.0,1707209580.0,2024-02-06 08:53:00,1,20240206,85300,680520.0,1707291840.0,2024-02-07 07:44:00,2,20240207,74400,762780.0,-2209075200.0,1899-12-31,6,18991231,0,-3915604260.0,1706854680.0,2024-02-02 06:18:00,4,20240202,61800,325620.0,207587,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,38,30,19,15.8,0,1,0,0,0,0,1,2024-02-06 14:37:25,1707230245,1,701185.0
13,3372679,154056,20240122,1247102317,0,"FCA - Barsan
17.01. - CTX-Freigabe 30694030",XXXXXX,0, ,1, ,1.0,0.0,0.0, ,"01.01.00 00:00:00,000000000",1705398060.0,2024-01-16 09:41:00,1,20240116,94100,1705398120.0,2024-01-16 09:42:00,1,20240116,94200,60.0,1705489200.0,2024-01-17 11:00:00,2,20240117,110000,91140.0,1705492380.0,2024-01-17 11:53:00,2,20240117,115300,94320.0,1705654440.0,2024-01-19 08:54:00,4,20240119,85400,256380.0,-2209075200.0,1899-12-31,6,18991231,0,-3914473260.0,1705485300.0,2024-01-17 09:55:00,2,20240117,95500,87240.0,213673,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,36,30,16,0.62,0,1,0,0,0,0,1,2024-01-22 15:40:56,1705938056,0,539996.0
14,3379479,104303,20240209,1246300887,0,"Selbstabholer - Lieferant für die Abholung informieren
Kontakt: thomas.goetz@walter-tools.com",XXXXXX,0, ,1, ,0.0,0.0,0.0, ,"01.01.00 00:00:00,000000000",1706599620.0,2024-01-30 07:27:00,1,20240130,72700,1706599620.0,2024-01-30 07:27:00,1,20240130,72700,0.0,1707225180.0,2024-02-06 13:13:00,1,20240206,131300,625560.0,1707241260.0,2024-02-06 17:41:00,1,20240206,174100,641640.0,1707383520.0,2024-02-08 09:12:00,3,20240208,91200,783900.0,-2209075200.0,1899-12-31,6,18991231,0,-3915674820.0,1706871840.0,2024-02-02 11:04:00,4,20240202,110400,272220.0,4701379642,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,24,24,18,5.1,0,1,0,0,0,0,1,2024-02-09 10:43:03,1707475383,4,875763.0
15,3322318,160110,20230817,1237416785,0,DAP - TNT,XXXXXX,0, ,1, ,0.0,0.0,,,,1692182640.0,2023-08-16 10:44:00,2,20230816,104400,1692182640.0,2023-08-16 10:44:00,2,20230816,104400,0.0,1692191700.0,2023-08-16 13:15:00,2,20230816,131500,9060.0,1692249420.0,2023-08-17 05:17:00,3,20230817,51700,66780.0,1692253920.0,2023-08-17 06:32:00,3,20230817,63200,71280.0,-2209075200.0,1899-12-31,6,18991231,0,-3901257840.0,1692191580.0,2023-08-16 13:13:00,2,20230816,131300,8940.0,200059,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,25,20,16,0.34,0,1,0,0,0,0,1,2023-08-17 16:01:10,1692288070,3,105430.0
16,3322380,160121,20230817,1237416782,0,DAP - TNT,XXXXXX,0, ,1, ,0.0,0.0,,,,1692176580.0,2023-08-16 09:03:00,2,20230816,90300,1692176640.0,2023-08-16 09:04:00,2,20230816,90400,60.0,1692191280.0,2023-08-16 13:08:00,2,20230816,130800,14700.0,1692249300.0,2023-08-17 05:15:00,3,20230817,51500,72720.0,1692250980.0,2023-08-17 05:43:00,3,20230817,54300,74400.0,-2209075200.0,1899-12-31,6,18991231,0,-3901251780.0,1692190560.0,2023-08-16 12:56:00,2,20230816,125600,13980.0,200084,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,26,21,12,0.58,0,1,0,0,0,0,1,2023-08-17 16:01:21,1692288081,3,111501.0
17,3322381,160119,20230817,1237416841,0,DAP - TNT,XXXXXX,0, ,1, ,0.0,0.0,,,,1692247860.0,2023-08-17 04:51:00,3,20230817,45100,1692247860.0,2023-08-17 04:51:00,3,20230817,45100,0.0,1692248940.0,2023-08-17 05:09:00,3,20230817,50900,1080.0,1692250260.0,2023-08-17 05:31:00,3,20230817,53100,2400.0,1692251160.0,2023-08-17 05:46:00,3,20230817,54600,3300.0,-2209075200.0,1899-12-31,6,18991231,0,-3901323060.0,1692248400.0,2023-08-17 05:00:00,3,20230817,50000,540.0,93551,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,35,26,17,4.38,0,1,0,0,0,0,1,2023-08-17 16:01:19,1692288079,3,40219.0
18,3321500,160122,20230817,1237416437,0,FCA - TNT,XXXXXX,0, ,1, ,0.0,0.0,,,,1691774220.0,2023-08-11 17:17:00,4,20230811,171700,1691774220.0,2023-08-11 17:17:00,4,20230811,171700,0.0,1692010800.0,2023-08-14 11:00:00,0,20230814,110000,236580.0,1692012480.0,2023-08-14 11:28:00,0,20230814,112800,238260.0,1692019020.0,2023-08-14 13:17:00,0,20230814,131700,244800.0,-2209075200.0,1899-12-31,6,18991231,0,-3900849420.0,1692009960.0,2023-08-14 10:46:00,0,20230814,104600,235740.0,199611,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,40,21,18,4.08,0,1,0,0,0,0,1,2023-08-17 16:01:22,1692288082,3,513862.0
19,3322057,160106,20230817,1237416460,0,CTX Freigabe 30682577,XXXXXX,0, ,1, ,0.0,0.0,,,,1691998800.0,2023-08-14 07:40:00,0,20230814,74000,1691998800.0,2023-08-14 07:40:00,0,20230814,74000,0.0,1692016680.0,2023-08-14 12:38:00,0,20230814,123800,17880.0,1692166800.0,2023-08-16 06:20:00,2,20230816,62000,168000.0,1692186600.0,2023-08-16 11:50:00,2,20230816,115000,187800.0,-2209075200.0,1899-12-31,6,18991231,0,-3901074000.0,1692012900.0,2023-08-14 11:35:00,0,20230814,113500,14100.0,199056,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,25,20,12,0.4,0,1,0,0,0,0,1,2023-08-17 16:01:06,1692288066,3,289266.0
20,3322058,160103,20230817,1237416378,0,TNT | DAP,XXXXXX,0, ,1, ,0.0,0.0,,,,1691688060.0,2023-08-10 17:21:00,3,20230810,172100,1691688060.0,2023-08-10 17:21:00,3,20230810,172100,0.0,1691996460.0,2023-08-14 07:01:00,0,20230814,70100,308400.0,1692001860.0,2023-08-14 08:31:00,0,20230814,83100,313800.0,1692186720.0,2023-08-16 11:52:00,2,20230816,115200,498660.0,-2209075200.0,1899-12-31,6,18991231,0,-3900763260.0,1691994720.0,2023-08-14 06:32:00,0,20230814,63200,306660.0,199439,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,35,25,17,1.52,0,1,0,0,0,0,1,2023-08-17 16:01:03,1692288063,3,600003.0
21,3360932,160642,20231204,1237432646,0,DAP - TNT,XXXXXX,0, ,1,318520279,0.0,0.0,,,,1701110820.0,2023-11-27 18:47:00,0,20231127,184700,1701110940.0,2023-11-27 18:49:00,0,20231127,184900,120.0,1701412500.0,2023-12-01 06:35:00,4,20231201,63500,301680.0,1701414120.0,2023-12-01 07:02:00,4,20231201,70200,303300.0,1701693960.0,2023-12-04 12:46:00,0,20231204,124600,583140.0,-2209075200.0,1899-12-31,6,18991231,0,-3910186020.0,1701412080.0,2023-12-01 06:28:00,4,20231201,62800,301260.0,96294,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,40,12,40,5.92,1,0,0,0,0,0,1,2023-12-04 16:06:42,1701706002,0,595182.0
